Content,manipulations
"Выводы, которые сделали наши военные из первого дня украинской операции: 1. Хохлам верить нельзя. 2. Все надо делать тихо и без шума. В результате сегодня торжественные покатушки под видео сменились косторезом в тишине и практически в информационном вакууме. Что происходит стало возможно узнать только от хохлов, просеивая их дезу. Потому что наши начали резать тихо и без извинений.","['Appeal_to_fear-prejudice\t356\t383\n', 'Exaggeration,Minimisation\t52\t71\n', 'Name_Calling,Labeling\t76\t82\n', 'Loaded_Language\t155\t209\n', 'Name_Calling,Labeling\t306\t312\n']"
"Украинская полиция задержала нескольких членов т.н. фольксштурм - территориальной обороны Киева - которые, пользуясь случаем, ""выносили"" магазины""",['Reductio_ad_hitlerum\t52\t63\n']
"Российские десантники высадились под Житомиром Государственная служба Украины по чрезвычайным ситуациям сообщает о высадке российского десанта в селе Павловка, Попельнянского района, Житомирской области. Численность состава ВС РФ на данный момент неизвестна. Тем временем, Минобороны Украины сообщает, что штурм военного аэродрома в Гостомеле продолжается. Сообщается, что накануне туда был высажен российский десант. По информации ВСУ численность десантников может составлять до 200 военнослужащих.",[]
"⚡️ Российские военные, не встречая сопротивления, вошли в Мелитополь — Минобороны РФ. @rt_russian","['Exaggeration,Minimisation\t3\t68\n']"
"Так выглядела сегодня днем очередь в один из магазинов в Киеве и полки с продуктами. Около часа назад в Киеве начался «длинный» комендантский час, который продлится полтора дня. Он введен с 17:00 субботы, 26 февраля, по 8:00 понедельника, 28 февраля. «Все гражданские лица, находящиеся на улице в период комендантского часа, будут считаться членами диверсионно-разведывательных групп врага», — предупреждал мэр города Виталий Кличко. Фото: РБК",[]
"One Trillion Stars
 
 The nearest neighboring major galaxy to the Milky Way is the Andromeda Galaxy.
 The large galaxy is stunning in size and has around three times as many stars as the Milky Way does.
 It can easily be seen with the naked eye from Earth, and it is found in the constellation of Andromeda, from which its name originates.
 Far from being just a pretty sight in the sky, the Andromeda Galaxy is an impressive, turbulent patch of the cosmos.
 It is even expected to collide with the Milky Way years down the road.
 If you find that fascinating, then you are going to enjoy these ten amazing facts about the Andromeda Galaxy.
 10 Also Known As Messier 31
 Celestron NexStar 90SL... Buy New $309.95 (as of 04:50 EDT - Details)
 Our closest neighboring galaxy is also known as Messier 31 or M31.
 The name came from Charles Messier, the French astronomer who catalogued the large galaxy.
 Messier documented many objects in the skies of the Northern Hemisphere, and they are collectively known as the Messier objects or the Messier Catalog.
 (Note that Messier wasn’t always the first to observe the objects in his catalog.)
 In 1757, he had begun searching for Halley’s Comet, but the calculations given to him had sent him to a different section of the sky.
 That wrong section of the sky is where he observed a nebula that became the first entry in the catalog: M1, also known as the Crab Nebula.
 In 1764, Charles Messier added M31 to his catalog.
 By the end of the year, he had added a total of 38 objects.
 By 1781, he had logged a total of 103 objects into his catalog, 40 of which had been found by Messier himself.
 [1]
 9 Named After The Andromeda Constellation
 Photo credit: Keilana, Roberta Mura
 If you look up into the northern night sky between Cassiopeia’s “W” asterism and the Great Square of Pegasus, you will find the constellation Andromeda.
 The star pattern was named after the mythical princess Andromeda, the wife of the Greek hero Perseus.
 The constellation was first cataloged by the Greek astronomer Ptolemy in the second century, and it is also known by the names of Chained Maiden, Persea, or Cepheis.
 Celestron Sky Maps Celstron Best Price: $15.97 Buy New $18.95 (as of 04:55 EDT - Details)
 The Andromeda constellation is also home to various other deep sky objects.
 Andromeda is located outside the galactic plane, and it does not contain any clusters or nebulae of the Milky Way; it does contain other visible galaxies, though.
 The most famous of these galaxies is, of course, the Andromeda Galaxy, which gets its name from the large constellation.
 The constellation is best-known for the Andromeda Galaxy, which is one of the most famous objects in the sky that can be seen with the naked eye.
 [2]
 8 Larger Than The Milky Way
 In astronomy, a light-year is a commonly used unit to measure distance, but some astronomers prefer to use a unit called the parsec.
 When referring to something larger, they use kiloparsecs, which are equal to 1,000 parsecs, and megaparsecs, equal to one million parsecs.
 The Milky Way measures about 100,000 light-years or 30 kiloparsecs across.
 This may seem large, but it is rather small when compared to other galaxies.
 The Andromeda Galaxy has an approximate diameter of 220,000 light years, which is more than double of that of the Milky Way.
 It is the largest galaxy in the Local Cluster.
 If it were bright enough, the Andromeda Galaxy would appear larger than the Moon in the sky (as depicted above), even with it being much farther away.
 The galaxy is 9.5 trillion kilometers away from Earth, whereas the Moon is only 384,400 kilometers (238,900 mi) away—that should give you a better understanding of just how big the galaxy really is.
 [3]
 Read the Whole Article
 
","['Loaded_Language\t592\t599\n', 'Loaded_Language\t119\t128\n']"
"Florida shooting: Gun control law moves step closer
 
 New gun control measures for Florida have passed another legal hurdle, weeks after one of the worst school shootings in US history.
 
 The state's House of Representatives passed a bill raising the age to buy a gun from 18 to 21 and imposing a three-day waiting period on all gun sales.
 
 The bill, already passed by the Senate, now goes to the state governor.
 
 Seventeen people were killed at Marjory Stoneman Douglas High School in Parkland, Florida, on 14 February.
 Expelled former student Nikolas Cruz, 19, has been charged in the attack.
 He was formally indicted by a grand jury on Wednesday on 34 counts, including 17 counts of premeditated first-degree murder and 17 counts of attempted first-degree murder.
 
 He is suspected of using a legally bought AR-15 semi-automatic rifle to carry out the 10-minute attack, gunning down teachers and students.
 
 What is in the new law?
 In addition to raising the age and bringing in the three-day waiting period, the legislation:
 
 Introduces a voluntary armed ""guardian programme"" for schools, named after Aaron Feis, a coach who died in the Parkland shooting.
 It allows school personnel to be armed, subject to school district approval and specialist training
 Classroom teachers are excluded from carrying arms unless they have a security forces background
 Bans devices, such as bump stocks, that modify a semi-automatic weapon to fully automatic
 Raises mental health funding and increases the power to seize or ban guns under mental health concerns
 The legislation does not include a ban on the sale of assault-style weapons like the AR-15, despite it being a key demand of Parkland students and their parents.
 
 Florida law already mandates a three-day waiting period for the purchase of a handgun but a person as young as 18 can buy a rifle with no waiting period.
 The Republican-controlled House debated the bill for about eight hours on Wednesday before voting 67-50 in favour.
 
 Has the move been welcomed?
 Ryan Petty, whose daughter was among those killed, hailed the House's vote in a tweet.
 
 He said: ""We know that when it comes to preventing future acts of school violence, today's vote is just the beginning of our journey.""
 
 State Democratic Party legislators who backed the bill said it was necessary despite the ""poison pill"" of allowing more guns in schools under the guardian programme.
 Florida now joins at least six other states in allowing school employees to carry firearms.
 
 Following the Parkland shooting, many surviving students had lobbied politicians for greater gun control.
 
 Gun control activists will hope the Florida measures will be a turning point in their battle with the powerful National Rifle Association and others who defend firearms ownership under the Second Amendment of the US constitution.
 
 On the day the vote passed, a 17-year-old woman student was killed in a suspected accidental shooting at a high school in Alabama.
 
 What happens now?
 Governor Rick Scott will need to sign the bill, known as the Marjory Stoneman Douglas High School Public Safety Act, into law.
 
 It will automatically become law within 15 days unless he vetoes it.
 
 Mr Scott has not yet said he will back it, telling reporters he would ""review the bill line by line"" and consult victims' families.
 
 He has previously said he opposes US President Donald Trump's call to arm teachers.
 He had also previously opposed increasing the purchase age from 18 to 21.
 
 
","['Loaded_Language\t2058\t2065\n', 'Exaggeration,Minimisation\t143\t183\n', 'Loaded_Language\t2321\t2332\n']"
"Украинские ""мирные"" жители закидали коктейлями Молотова собственную ""Точку-У"". Ранее сообщалось, что уничтожен российский БТР, однако это не соответствует действительности. На видео ясно виден контур трёхосного автомобильного шасси БАЗ-5921, использующегося ЗРК ""Оса"" и ракетным комплексом ""Точка-У"". Однако не видно характерных для ""Осы"" зенитных пусковых установок. Можно сделать вывод, что на видео ""Точка-У"" без ракеты","['Appeal_to_fear-prejudice\t0\t77\n', 'Name_Calling,Labeling\t11\t26\n']"
"Muslim Leader Calls for Conquest of “America, Britain, Russia, France, and Italy”
 
 Recently a Muslim spokesman in Tunisia named Said Khecharem, who is affiliated with the international pro-Sharia, pro-caliphate organization Hizb ut-Tahrir, declared (to delighted screams of “Allahu akbar” from his audience), that the “establishment of an Islamic state…requires the conquest of America, Britain, Russia, France, and Italy – Rome and other infidel lands will be conquered, Allah willing.”
 According to the Middle East Media Research Institute (MEMRI), Khecharem also said: “After the laws of Allah were abandoned, and the heretic regimes were imposed on the Muslims, the most important thing to do is to restore the rule of the Muslims, through the Quran and the Sunna, in order to renew Islamic life and to deliver the Islamic message to the world.
 My brothers, the implication of this today should be the establishment of an Islamic state over all the lands of the Muslims.”
 ﻿
 take our poll - story continues below
 Will Brett Kavanaugh be confirmed to the Supreme Court?
 Will Brett Kavanaugh be confirmed to the Supreme Court?
 Will Brett Kavanaugh be confirmed to the Supreme Court?
 * Yes, he will be confirmed.
 No, he will not be confirmed.
 Email *
 Email This field is for validation purposes and should be left unchanged.
 Completing this poll grants you access to Freedom Outpost updates free of charge.
 You may opt out at anytime.
 You also agree to this site's Privacy Policy and Terms of Use.
 And no call to restore the caliphate would be complete without a swipe at the Jews, whom the Qur’an designates (5:82) the worst enemies of the Muslims.
 Khecharem predicted that “this will happen, of course, after the elimination of the filthy Jewish entity, and after liberation of the lands under direct colonization, like Kashmir and others.”
 If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.
 They should, however.
 Khecharem is not some deluded fanatic raving on a Tunisian street corner.
 He was speaking at Hizb ut-Tahrir’s International Caliphate Conference; although Hizb ut-Tahrir is banned in many countries, it still has an international presence, and recently held a conference in Chicago.
 Nor is the desire to establish a global caliphate limited to Hizb ut-Tahrir alone.
 The word khalifa means “successor”; the caliph in Sunni Islamic theology is the successor of Muhammad as the military, political, and spiritual leader of the Muslims.
 As I show in my book The History of Jihad From Muhammad to ISIS , the great caliphates of history, from the immediate post-Muhammad period of the “Rightly Guided Caliphs” to the Umayyads, Abbasids, and Ottomans, as well as other Islamic states, all waged relentless jihad warfare against non-Muslims, subjugating them under the rule of Islamic law and denying them basic rights.
 These weren’t the actions of a “tiny minority of extremists,” abhorred by the vast majority of peaceful Muslims for “hijacking” their religion.
 This was, for fourteen centuries, mainstream, normative Islam, carried forth by the primary authorities in the Islamic world at the time.
 The History of Jihad shows from the accounts of eyewitnesses and contemporary chroniclers through the ages that in every age and in every place where there were Muslims, some of them believed that they had a responsibility given to them by Allah to wage war against and subjugate unbelievers under the rule of Islamic law.
 And so it is today: Said Khecharem has enunciated that responsibility more clearly and directly than most Muslim spokesmen do these days, but he is by no means the only one who believes that it exists.
 What is noteworthy also about The History of Jihad is something that it does not contain.
 As the jihadis move against non-Muslim states without any letup, pause, period of coexistence, period of tolerance, reformation, or reconsideration, there never appears any force of Muslims to oppose them.
 While it is undoubtedly true that not all Muslims in any given age have ever waged jihad, there has never been in Islamic history an Islamic entity or organization that was opposed to waging jihad and dedicated to stopping those who were waging it.
 So it is today.
 Islamic groups in the West issue pro-forma condemnations after every jihad terror attack, but are doing little or nothing to try to prevent the next one.
 There is still no mosque or Islamic school in the United States that teaches young Muslims why they should reject the understanding of Islam taught by al-Qaeda, ISIS, and other jihad terror groups.
 Meanwhile, Said Khecharem and other Islamic spokesmen openly call for Muslims to engage in jihad conquest.
 Western authorities should be pondering his words, and their implications, very carefully.
 Instead, if they have taken any notice of him at all, which is unlikely, they have dismissed him as an “extremist.”
 They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities.
 But they will.
 Article posted with permission from Robert Spencer
 
","['Reductio_ad_hitlerum\t4561\t4757\n', 'Name_Calling,Labeling\t3068\t3181\n', 'Appeal_to_fear-prejudice\t5073\t5222\n', 'Name_Calling,Labeling\t1616\t1648\n', 'Flag-Waving\t314\t470\n', 'Loaded_Language\t1561\t1580\n', 'Loaded_Language\t3156\t3165\n', 'Name_Calling,Labeling\t5057\t5070\n', 'Loaded_Language\t253\t287\n', 'Loaded_Language\t472\t485\n', 'Flag-Waving\t573\t973\n', 'Loaded_Language\t1705\t1754\n', 'Exaggeration,Minimisation\t314\t470\n']"
В Одессе идёт стрельба.,[]
Украинцы обстреливают свой МиГ-29 из ПЗРК.,[]
"Here We Go Again - Leaked Documents: White House Planning Regime Change In Iran
 
 Don't say you were not warned, America.
 Apparently, the US didn't learn from its first dealings in regime change decades ago and is now prepared to give it another shot, according to leaked documents.
 Don't get me wrong here.
 I'm not for the government of Iran.
 I despise Islam and I despise the ideology of Muhammad and his devout followers.
 Overall, the people of Iran are probably some decent people, but those in leadership have issues, but that is something for the people there to deal with.
 Iran is not an actual threat to the united States.
 However, the US seems hell-bent on continuing to put its nose into other countries politics, including seeking to change its government while hypocritically pointing at other countries for trying to manipulate our own political system.
 take our poll - story continues below
 Whom do you consider to be the most corrupt Democrat Politician?
 Whom do you consider to be the most corrupt Democrat Politician?
 Whom do you consider to be the most corrupt Democrat Politician?
 * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
 Email *
 Email This field is for validation purposes and should be left unchanged.
 Completing this poll grants you access to Freedom Outpost updates free of charge.
 You may opt out at anytime.
 You also agree to this site's Privacy Policy and Terms of Use.
 The Washington Free Beacon reports:
 The Trump administration is examining a new plan to help Iranians fighting the hardline regime in Iran following America's exit from the landmark nuclear deal and reimposition of harsh economic sanctions that could topple a regime already beset by protests and a crashing economy, according to a copy of the plan obtained by the Washington Free Beacon.
 The three-page white paper being circulated among National Security Council officials in the White House offers a strategy by which the Trump administration can actively work to assist an already aggravated Iranian public topple the hardline ruling regime through a democratization strategy that focuses on driving a deeper wedge between the Iranian people and the ruling regime.
 The plan, authored by the Security Studies Group, or SSG, a national security think-tank that has close ties to senior White House national security officials, including National Security Adviser John Bolton, seeks to reshape longstanding American foreign policy toward Iran by emphasizing an explicit policy of regime change, something the Obama administration opposed when popular protests gripped Iran in 2009.
 The regime change plan seeks to fundamentally shift U.S. policy towards Iran and has found a receptive audience in the Trump administration, which has been moving in this direction since Bolton—a longtime and vocal supporter of regime change—entered the White House.
 Ah, yes, John Bolton.
 While I applaud Bolton for his willingness to call Islamic jihadis just that, I am not so naive as to consider that his membership in the Council on Foreign Relations has no effect in this decision.
 ""The ordinary people of Iran are suffering under economic stagnation, while the regime ships its wealth abroad to fight its expansionist wars and to pad the bank accounts of the Mullahs and the IRGC command,"" SSG writes in the paper.
 ""This has provoked noteworthy protests across the country in recent months.""
 Well, why is that?
 It's due to sanctions imposed by the likes of the US.
 As has been pointed out before, sanctions hurt the people, not the governments that lead them and then those same governments use the effects to propagandize the people against those who are ordering the sanctions.
 I'm not saying the Iranian government is good, but it is Iran's government.
 Honestly, I see a ton of corruption and warmongering in our own government that rivals some of that of governments that America stands against.
 Still, as was pointed out by Matt Agorist, Bolton told an audience of the Grand Gathering of Iranians for Free Iran:
 “There is a viable opposition to the rule of the ayatollahs, and that opposition is centered in this room today.
 I had said for over 10 years since coming to these events, that the declared policy of the United States of America should be the overthrow of the mullahs’ regime in Tehran.
 The behavior and the objectives of the regime are not going to change, and therefore the only solution is to change the regime itself.
 And that’s why, before 2019, we here will celebrate in Tehran!”
 And again, this really has nothing to do with the US.
 One source close to the White House who has previewed the plan told the Free Beacon that the nuclear deal, also known as the JCPOA, solidified the Iranian regime’s grip on power and intentionally prevented the United States from fomenting regime change.
 “The JCPOA purposefully destroyed the carefully created global consensus against the Islamic Republic,” said the source, who would only speak to the Free Beacon on background about the sensitive issue.
 “Prior to that, everyone understood the dangers of playing footsie with the world’s largest state sponsor of terrorism.
 It’s now Trump, Bolton, and [Mike] Pompeo’s job to put this consensus back in place.”
 The source told the Beacon that Bolton is “acutely aware of the danger the Iranian regime poses to the region.”
 “John is someone who understands the danger of Iran viscerally, and knows that you’re never going to fundamentally change its behavior—and the threats against Israel and the Saudis especially—until that revolutionary regime is gone,” the source said, adding that “nothing’s off the table right now if Israel is attacked.”
 OK, I get they may pose a danger, but let's look at the reality here.
 Those they pose a danger to, namely Saudi Arabia and Israel can both fend perfectly well for themselves and have demonstrated that ability to do it.
 There is no need for the US to be involved in it in any way.
 Why should we be fighting a battle or encouraging, funding, and I'm quite sure arming, a rebellion?
 Where is that authorized in our Constitution?
 Simple.
 It isn't.
 I care little for the Saudi government as they help push Sharia and is the land where many of the 9-11 hijackers came from.
 The Iranian government I care for even less, but out of each of those, which one should America have dealt with militarily following 9-11?
 Both, if you're going to go by information that we have a record on.
 Why can't America focus on it's own issues and solve those?
 It's because we are too busy trying to police the world, keeping the spotlight off of those in our government who are attacking our rights and spending us into more and more debt.
 And lest you think this is about the nuclear deal.
 It isn't.
 “The problem is not the Iran nuclear deal it’s the Iranian regime,” the source told the Beacon.
 “Team Bolton has spent years creating Plans B, C, and D for dealing with that problem.
 President Trump hired him knowing all of that.
 The administration will now start aggressively moving to deal with the root cause of chaos and violence in the region in a clear-eyed way.”
 Bolton says it will be accomplished in the next six months.
 I don't doubt it.
 This will probably end up being another Ukraine situation, something we just don't need to be in, and yes, I know, I'll be called a liberal but honest readers who have followed me for some time know that's not the case.
 Notice some things that are taking place in Iran that the plan speaks about.
 “More than one third of Iran’s population is minority groups, many of whom already seek independence,” the paper explains.
 “U.S.
 support for these independence movements, both overt and covert, could force the regime to focus attention on them and limit its ability to conduct other malign activities.”
 “The probability the current Iranian theocracy will stop its nuclear program willingly or even under significant pressure is low,” the plan states.
 “Absent a change in government within Iran, America will face a choice between accepting a nuclear-armed Iran or acting to destroy as much of this capability as possible.”
 President Trump did made clear earlier in the week that we must make efforts to differentiate between the people of Iran and its ruling regime.
 Well, I agree, but that gets real messy when you start intervening in this manner.
 “Any public discussion of these options, and any messaging about the Iranian regime in general, should make a bright line distinction between the theocratic regime along with its organs of oppression and the general populace,” according to the plan.
 “We must constantly reinforce our support for removing the iron sandal from the necks of the people to allow them the freedom they deserve.”
 But the Trump administration has spoken out on other countries where the people want their independence.
 Remember the Kurds?
 How about the people in the Catalan region of Spain?
 No support for those people, and why?
 Cause it's not part of the agenda.
 I say if the Iranian people want their freedom, let them first free themselves from the bondage of Islam, and then let the passion that burns inside men to be free rise up as it did in our forefathers due to the teachings fo the Holy Scriptures and stand and fight.
 Then, they will be in a position to ask for aid, but only then.
 
","['Loaded_Language\t7056\t7068\n', 'Loaded_Language\t345\t352\n', 'Black-and-White_Fallacy\t8032\t8157\n', 'Loaded_Language\t652\t661\n', 'Name_Calling,Labeling\t7384\t7390\n', 'Flag-Waving\t112\t119\n', 'Repetition\t365\t372\n', 'Flag-Waving\t6123\t6139\n', 'Appeal_to_Authority\t7222\t7241\n', 'Black-and-White_Fallacy\t4451\t4468\n', 'Appeal_to_fear-prejudice\t81\t110\n', 'Loaded_Language\t772\t786\n']"
? ? ? Мощный пожар на нефтебазе под Васильковым после удара t.me/RVvoenkor,"['Exaggeration,Minimisation\t6\t12\n']"
"В Росавиации  сообщили , что с сегодняшнего дня Россия ограничивает использование своего неба для британских самолетов, включая транзит, в ответ на санкции Лондона против «Аэрофлота» (компании запретили летать на территорию королевства). В то же время, Грузия не присоединится к финансовым и экономическим санкциям Запада против России, об этом заявил премьер-министр страны Ираклий Гарибашвили. На фоне продолжающихся боевых действий Украина начала готовиться к переговорам с Россией о нейтральном статусе. Об этом сообщается в Telegram-канале информагентства УНИАН со ссылкой на советника главы офиса украинского президента Михаила Подоляка. По его словам, сначала Киеву надо получить гарантии безопасности. «Эти боевые действия нужно прекращать», — заявил Подоляк. Стороны к диалогу призвала даже запрещенная в России организация Талибан – заявление МИД Афганистана цитирует РИА «Новости». Следим за событиями в онлайн-трансляции «Газеты.Ru». @gazetaru",['Straw_Men\t396\t506\n']
"Минобороны заявило, что обеспечивает безопасность Чернобыльской АЭС совместно с нацгвардией Украины. «С военнослужащими отдельного батальона охраны АЭС национальной гвардии Украины достигнута договорённость о совместном обеспечении безопасности энергоблоков, саркофага и хранилища отработанного ядерного топлива. Персонал АЭС продолжает работы по отслеживанию радиоактивной обстановки и обслуживанию АЭС в штатном режиме». В ведомстве утверждают, что совместная охрана ЧАЭС силами российских десантников и украинских военнослужащих нацелена на предотвращение «ядерных провокаций».","['Obfuscation,Intentional_Vagueness,Confusion\t559\t579\n', 'Appeal_to_fear-prejudice\t544\t579\n', 'Appeal_to_Authority\t0\t18\n', 'Appeal_to_Authority\t423\t445\n']"
⚡️ В районе острова Змеиный сложили оружие и добровольно сдались подразделению российских вооруженных сил 82 украинских военнослужащих — Минобороны РФ,['Appeal_to_Authority\t137\t150\n']
"Dear Illegal Alien ‘Caravan’: Say, ‘Hola’ To Trump’s RAZOR Wire
 
 Remember those photos of migrants taunting security forces while sitting on top of the border fence?
 They won’t be doing any of that now.
 In fact, It’s got a whole new look now.
 We won’t be seeing anything near the same bravado with people scaling up and over this one.
 Not with the changes they’ve made in response to the border-crashers that pushed their way into Mexico.
 Trending: WATCH: Lingerie Clad Hottie Attempts ‘The Cannonball’ On Lake In The Dead Of Winter – Pain Ensues
 Here’s the new look:
 Here’s what the President said with the photo:
 “The Fake News is showing old footage of people climbing over our Ocean Area Fence.
 This is what it really looks like – no climbers anymore under our Administration!”
 Here’s some footage of that razor wire going up.
 Here’s what the military was REALLY up to, when CNN and the rest had their little fever dreams about cross-border gun battles.
 If Congress insists on dragging its feet with the building and funding of a permanent solution, Trump will find other ways to secure our Southern border as he had promised to do.
 Like Razorwire.
 The Trumpinator: every time his rivals think they’ve got him down and out, he stands back up and keeps on coming.
 They laughed when he announced his candidacy.
 They thought he was just some kind of a circus sideshow act.
 They couldn’t have been more wrong.
 He survived the primaries and got the nomination.
 He knocked out Crooked Hillary.
 He beat CNN at their own game, and their ratings are now circling the toilet.
 Mueller and the Dossier aren’t just coming up empty, they’re exposing the misdeeds of Brennan, Comey, McCabe, Strzok and all the rest.
 And Trump is still keeping promises, and getting things done.
 The economy is doing exactly what he promised it would.
 #PromisesKept
 And in 2020, The Trumpinator is gonna do it again.
 He’ll be back.
 By the way, since Facebook has unpublished ClashDaily’s page, your best bet to keep in the loop is to Subscribe to our ClashDaily Newsletter right here:
 Become a Clash Insider!
 Sign up for our free email newsletter, and we’ll make sure to keep you in the loop.
 We’re also moving onto a new platform, MeWe.
 It’s like Facebook without the data breaches and censorship.
 Sign up and you can still get all the ClashDaily goodness by joining our MeWe group.
 Do you love what we’re doing at Clash?
 Do you want to kick in to our ‘war chest’ so that we Happy Warriors can maximize the size of the footprint we leave on Leftism’s backside?
 Here’s a link for ya to do just that.
 Stay Rowdy!
 
","['Name_Calling,Labeling\t384\t404\n', 'Loaded_Language\t90\t124\n', 'Exaggeration,Minimisation\t1374\t1408\n', 'Loaded_Language\t388\t404\n', 'Slogans\t735\t779\n', 'Loaded_Language\t1463\t1475\n', 'Thought-terminating_Cliches\t1888\t1902\n', 'Loaded_Language\t30\t63\n']"
