Content,manipulations
Глава МИД Венгрии Петер Сийярто вызвался помочь РФ и Украине в разрешении военного конфликта на украинской территории путем мирных переговоров в Будапеште.,"Exaggeration,Minimisation	74	117
"
"I'll Say What Kavanaugh Wouldn't: Christine Ford Was Part Of The Political Hit On Him & Here's The Audio Evidence

On Thursday, following the hearings where Dr. Christine Ford provided testimony under oath without any evidence at all of a 36-year-old alleged sexual attack by Supreme Court nominee Brett Kavanaugh and his friend Mark Judge, Kavanaugh denied the allegations and blasted Senate Democrats for their involvement in ruining his good name.
However, when asked by Senator Cory Booker whether or not Kavanaugh thought Ford was part of what Kavanaugh referred to as a ""political hit"" against him, Kavanaugh rightly steered clear of a public relations disaster.
However, I am willing to say would he would not: Of course, she was part of it!
I don't say this lightly.
There are many things that we heard from Ford on Thursday that indicate there is more going on than she was willing to say.
Clearly, Ford has been outed as a radical political activist who promotes baby murder and other unlawful actions.
However, her story didn't exactly lend credibility except with Democrat members of the Senate Judiciary Committee, one of which has openly professed to sexual assault.
take our poll - story continues below
Who should replace Nikki Haley as our ambassador to the U.N.?
Who should replace Nikki Haley as our ambassador to the U.N.?
Who should replace Nikki Haley as our ambassador to the U.N.?
* John Bolton Richard Grenell Dina Powell Heather Nauert Ivanka Trump
Email *
Email This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
However, Ford claims she never authorized her July letter to Senator Feinstein to be made public and yet, it was.
She didn't seem distraught over that.
She wasn't angry it was made public.
Why?
She knew it would be made public.
Ricki Seidman, a Democratic operative and former Clinton White House official who is now an advisor to Mrs. Ford, said in July (at roughly the same time as the letter was submitted) that she predicted a ""strategy"" forming to destroy Brett Kavanaugh.
She suggested a “strategy will emerge” to destroy Trump's nomination for the Supreme Court in a conference call with the American Constitution Society in July.
“I do think that over the coming days and weeks there will be a strategy that will emerge, and I think it’s possible that strategy might ultimately defeat the nominee,” Seidman said in audio that was recorded by the Republican National Committee’s War Room.
“And whether or not it ultimately defeats the nominee it will, I think, help people understand why it’s so important that they vote.”
If you think Mrs. Ford is ignorant of this considering her father works for the Central Intelligence Agency and her prior criminal political activism, then you aren't thinking clearly.
Ford obviously has mental issues and that was on display on Thursday during her testimony.
She clearly tried to present herself as a victim while she accused Kavanaugh of sexual assault with absolutely no evidence.
Kavanaugh even responded by pointing out that even her friends said they don't recall such an incident and had literally hundreds of people commend his character as the direct opposite of what Ford claims.
As I've said before, I don't support Kavanaugh's appointment to the Supreme Court on the grounds of lack of constitutional rulings, but that attack on him was orchestrated, it was political and Ford was a part of it.
It's wrong.
Ford didn't even think to act, according to her testimony, until Kavanaugh was on the short list, but did she go to local law enforcement?
Nope.
She went to her US Democrat representative, Senator Dianne Feinstein and The Washington Post.
If that is not political, I don't know what is.
Ford is not seeking justice nor is she seeking to do her ""civic duty.""
She is seeking to slander a man's character for something she cannot prove that she claims happened over 36 years ago.
Kavanaugh's nomination was passed out of committee on Friday and will go to the Senate floor for a confirmation vote.
For a quick run down of the political hit on Kavanaugh, take a look at this short synopsis by Paul Joseph Watson.
Article posted with permission from The Washington Standard

","Causal_Oversimplification	3502	3581
Doubt	1882	1922
Causal_Oversimplification	1924	1956
Doubt	2945	3034
Causal_Oversimplification	2760	2943
Loaded_Language	378	403
Loaded_Language	718	747
Exaggeration,Minimisation	3136	3158
Doubt	3693	3732
Loaded_Language	577	590
Loaded_Language	2247	2299
Exaggeration,Minimisation	964	1011
Appeal_to_Authority	2627	2757
Causal_Oversimplification	3882	4070
Loaded_Language	2180	2206
Doubt	1022	1064
Loaded_Language	642	667
Name_Calling,Labeling	931	1011
Loaded_Language	3971	3997
"
"Еще один ракурс уничтоженного Т-72Б3 ВС РФ под Черниговом. Данный конкретный танк интересен нестандартным навариванием решеток. Помимо уже привычного бесполезного ""козырька"" на крыше, здесь явно пытались приварить дополнительный каркас вдоль всей башни.","Repetition	139	173
"
"MAJOR NEW STUDY: Homeschooling Spikes Due to School Violence, Far-Left Bias

According to a 33-year-long study conducted by the National Home Education Research Institute in Oregon, the top three reasons that parents choose homeschooling are a desire to provide religious instruction or different values than those offered in public schools; dissatisfaction with the academic curriculum, and worries about the school environment.
As reported by The Washington Times, the recent school shooting at Parkland, Fla., was the last straw for scores of parents.
The paper noted that “the phones started ringing at the Texas Home School Coalition, and they haven’t stopped yet.”
The Times added:The Lubbock-based organization has been swamped with inquiries for months from parents seeking safer options for their kids in the aftermath of this year’s deadly school massacres, first in Parkland and then in Santa Fe, Texas.
“When the Parkland shooting happened, our phone calls and emails exploded,” said coalition president Tim Lambert.
“In the last couple of months, our numbers have doubled.
We’re dealing with probably between 1,200 and 1,400 calls and emails per month, and prior to that it was 600 to 700.”
While the debate rages anew over familiar topics following such tragedies — tougher, more restrictive gun control laws and bolstering security at public schools — the revolution in homeschooling has been taking place quietly, behind the scenes and off the radar screens of most political organizations.
But again, it’s not just the shootings, which admittedly have increased in the past couple of years.
Christopher Chin, head of Homeschool Louisiana, told The Times that parents are fed up with “the violence, the bullying, the unsafe environments.”
The Left is driving more kids OUT of public schools
There is also the Left-wing social engineering.
The craziness over transgender students and bathrooms/locker rooms, allowing students to “take a knee” during the playing of the National Anthem, the Left-wing curriculum, and refusing to allow students to wear shirts that praise POTUS Trump or feature the American flag are also driving parents into homeschooling.
REMNANT COMMENT: We here at The Remnant are always eager to promote the home-schooling movement, and this report helps illustrate why.
At the moment and personally speaking, my own family’s home-school is going great guns.
We have a daughter still in high school and three in grade school.
Our family couldn't be happier with our decision to homeschool---yes, all the way through high school.
And as for our older home-schooled children: My third-eldest child is preparing to head off to college in the fall.
Her older sister just finished a semester studying in Austria and will graduate with a double major and a minor degree next spring.
My son will be a junior this fall, working on a Mass Communications degree at Franciscan University.
Here's an example of his work:
Perhaps this video from a couple of years ago will be useful to those considering home-schooling this fall:
Friends, please give serious thought and prayer to home-schooling your children.
I realize it’s a challenge, but few challenges have greater payoffs in this world or the next.
There is no better way to keep the Catholic family together and committed to the Catholic restoration than the Catholic home school.

","Loaded_Language	843	866
Repetition	478	493
Repetition	3309	3317
Loaded_Language	45	60
Loaded_Language	980	988
Loaded_Language	1719	1727
Slogans	3253	3287
Loaded_Language	1705	1713
Name_Calling,Labeling	1825	1853
Repetition	1536	1545
Black-and-White_Fallacy	3228	3361
Loaded_Language	1859	1868
Repetition	3339	3347
Repetition	934	942
"
"Top Florida County Election Official Illegally Let People Vote Over Fax & Email

This happened in “heavily Republican Bay County,” and Democrat gubernatorial candidate Andrew Gillum is outraged.
Meanwhile, Democrat election officials are marking ballots themselves and “finding” boxes of them everywhere to try to get him to victory, and when confronted about that, Gillum says, “Every vote must be counted.”
This is a disgrace.
Have you ever heard of a close election in which a recount and “found” ballots gave the Republican victory?
take our poll - story continues below
Should Jim Acosta have gotten his press pass back?
Should Jim Acosta have gotten his press pass back?
Should Jim Acosta have gotten his press pass back?
* Yes, he should have gotten it back.
No, you can't act like a child and keep your pass.
Maybe?
I'm not sure if he should have.
Email *
Comments This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
Of course not.
This massive Democrat voter fraud could be the end of our free republic.
“Top FL County Election Official Illegally Let People Vote Over Fax, Email,” by Randy DeSoto, Western Journal, November 13, 2018 (thanks to Mark):
The top election official in heavily Republican Bay County allowed residents displaced by Hurricane Michael to vote by email and fax, contrary to Florida law.
Democratic gubernatorial candidate Andrew Gillum and others are expressing outrage at the special provision made for these voters.
The Miami Herald reported that Bay County Supervisor of Elections Mark Andersen said on Monday that 11 ballots were accepted by email and 147 were faxed in, though Florida law only permits those serving in the military overseas to use these methods….
According to the Herald, Gov.
Rick Scott issued an executive order on Oct. 18 allowing election supervisors in Bay County and other counties impacted by the storm to extend early voting days and designate more early voting locations, but did not make provision for voting by fax or email.
Speaking at an African American church in Boynton Beach in Palm Beach County, north of Miami, on Monday night, Gillum expressed outrage that Anderson broke election laws and allowed these approximately 150 Floridians to vote by fax or email, The Associated Press reported.
“These are the stories that we know,” Gillum said.
“Imagine the ones that we don’t.” Meanwhile, Gillum along with Florida Democratic Sen. Bill Nelson continue to call for all the votes to be counted in heavily Democratic Broward and Palm Beach counties, despite election officials in both missing state mandated deadlines in providing vote tallies.
President Donald Trump tweeted late last week, “Mayor Gillum conceded on Election Day and now Broward County has put him ‘back in play.’ Bill Nelson conceded Election — now he’s back in play!?
This is an embarrassment to our County and to Democracy!”
Article posted with permission from Pamela Geller

","Exaggeration,Minimisation	1129	1200
Doubt	2849	2991
Repetition	2307	2315
Loaded_Language	2923	2935
Loaded_Language	409	427
Flag-Waving	2994	3049
Thought-terminating_Cliches	409	427
Thought-terminating_Cliches	380	406
Doubt	429	535
Appeal_to_fear-prejudice	1129	1200
"
"German cardinal: liturgical ‘blessing’ for gay unions is ‘truly…sacrilegious’

NewsCatholic Church
GERMANY, February 8, 2018 (LifeSiteNews) – Cardinal Paul Josef Cordes criticized fellow German Cardinal Reinhard Marx’s suggestion that Catholic priests should consider “blessing” same-sex relationships liturgically.
Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,” Cordes wrote in a response on kath.net.
Dr. Maike Hickson translated it at One Peter Five.
“The Church is in its pastoral care bound to Holy Scripture and to its interpretation through the Church’s Magisterium,” wrote Cordes.
“Marx does not even mention that homosexuality always contradicts the Will of God,” citing church teaching through the centuries.
Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.”
The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law.
They close the sexual act to the gift of life.
They do not proceed from a genuine affective and sexual complementarity” (CCC 2357).
However, Marx said on February 3 that homosexual couples need “closer pastoral care” and “one must also encourage priests and pastoral workers to give people in concrete situations [of homosexual unions] encouragement.
I do not really see any problems there.”
Marx is the President of the German Bishops’ Conference.
As LifeSiteNews previously reported, Marx also said “yes,” he could imagine the creation of a rite for homosexual couples to be blessed in the Church.
This “encouragement” from priests which he called for might include some sort of “liturgical” recognition of their union.
But “how this would be done publicly, in a liturgical form,” is “another question...that is where one has to be reticent and also reflect upon that in a good way.”
After Catholic News Agency’s initial report on Marx’s comments, his office contacted the outlet and said they had mistranslated part of what he said.
The cardinal’s office sent CNA “a request for correction of [its] translation of the interview in question, expressing concern that CNA's translation constitutes a false reference and does not properly reflect the position of Cardinal Marx.”
The cardinal’s office maintains that rather than saying “yes,” there is a possibility of liturgical “blessing” of gay unions, he answered the question in a more subtle way without giving an explicit “yes.” However, the German Bishops’ Conference doesn’t seem to deny the rest of his statements on how “one must encourage priests” to give encouragement to homosexual couples, which could include public blessings that would take a “liturgical” form.
The cardinal’s staff asked that CNA change his answer about liturgically “blessing” gay unions to: “There are no general solutions and I think that would not be right, because we are talking about pastoral care for individual cases, and that applies to other areas as well, which we cannot regulate, where we have no sets of rules.”
Philadelphia Archbishop Charles Chaput has also spoken out against Marx’s proposal.
“Any such ‘blessing rite’ would cooperate in a morally forbidden act, no matter how sincere the persons seeking the blessing,” wrote Chaput.
He explained such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable.
“There is no love – no charity – without truth, just as there is no real mercy separated from a framework of justice informed and guided by truth,” he wrote.
“Creating confusion around important truths of our faith, no matter how positive the intention, only makes a difficult task more difficult.”
“There are two principles we need to remember,” Chaput wrote.
“First, we need to treat all people with the respect and pastoral concern they deserve as children of God with inherent dignity.
This emphatically includes persons with same-sex attraction.
Second, there is no truth, no real mercy, and no authentic compassion, in blessing a course of action that leads persons away from God.”
“This in no way is a rejection of the persons seeking such a blessing, but rather a refusal to ignore what we know to be true about the nature of marriage, the family, and the dignity of human sexuality,” he explained.
“Jesus said the truth will make us free.
Nowhere did he suggest it will make us comfortable.”
Cordes has a history of defending the Church’s moral teaching.
Marx, one of the pope’s nine main advisors, said in 2016 that same-sex relationships have “worth” which must be recognized by the Church.

","Black-and-White_Fallacy	4237	4366
Obfuscation,Intentional_Vagueness,Confusion	2490	2695
Appeal_to_Authority	1018	1344
Black-and-White_Fallacy	3356	3482
Loaded_Language	29	78
Black-and-White_Fallacy	657	705
Appeal_to_fear-prejudice	3510	3678
Appeal_to_Authority	708	753
Appeal_to_Authority	4586	4679
Causal_Oversimplification	754	1018
Loaded_Language	316	397
Thought-terminating_Cliches	1563	1604
Exaggeration,Minimisation	841	848
Loaded_Language	4126	4167
Obfuscation,Intentional_Vagueness,Confusion	3039	3272
"
"Barack Hussein Obama Hid Efforts to Aid Iran’s Windfall

A new Senate report reveals that Barack Obama secretly paved the way for Iran to tap into U.S. banks to convert cash it received from sanctions’ relief to dollars — despite the face the White House assured lawmakers it would do no such thing.
The report shows how State Department and Treasury Deparment officials during the Obama era quietly gave a special license for a major Omani bank to do business with two U.S. banks.
Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.
take our poll - story continues below
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
This field is for validation purposes and should be left unchanged.
Whom do you consider to be the most corrupt Democrat Politician?
The U.S. banks were pressured into complying with the deal.
The Washington Times has more:
The Obama administration — despite repeatedly assuring Congress that Iran would remain barred from the U.S. financial system — secretly mobilized to give Tehran access to American banks to convert the windfall of cash it received from sanctions relief under the 2015 nuclear deal into dollars, an investigative report by the Senate has revealed.
A copy of the report, obtained by The Washington Times, outlines how Obama-era State and Treasury Department officials discreetly issued a special license for the conversion to a major Omani bank and unsuccessfully pressured two U.S. banks to partake in the transaction, all while misleading lawmakers about the activities.
The document, compiled by the Senate’s Republican-led chief investigative subcommittee, began circulating Tuesday, just as the Trump administration issued its harshest warnings to date to foreign governments and companies to avoid doing business with Iran or find themselves in the crosshairs of Washington’s reimposition of sanctions as part of Mr. Trump’s withdrawal from the nuclear deal.
“Companies doing business in Iran face substantial risks, and those risks are even greater as we reimpose nuclear-related sanctions,” said Sigal Mandelker, Treasury Department undersecretary for terrorism and financial intelligence.
She also called on foreign governments to harden their financial systems against “deceptive” Iranian transactions that ultimately channel money to terrorists.
The Iranian government “uses shell and front companies to conceal its tracks” as part of an elaborate scheme designed to procure cash for the Quds Force of Iran’s militant Islamic Revolutionary Guard Corps, which the U.S. designates as a terrorist organization, Ms. Mandelker said.
She issued the warnings in a speech at the Foundation for Defense of Democracies think tank as Iran announced Tuesday that it was formally moving ahead with preparations to increase its nuclear enrichment capacities — the sharpest response to date by the Islamic republic to Mr. Trump’s pullout from the nuclear accord.
Iranian officials said the increase, while provocative, does not violate its commitments under the nuclear accord.
The president sent shock waves around the world with his May 8 decision to withdraw from the Iran nuclear pact and begin reimposing U.S. sanctions, which the U.S., Europe, China and Russia had collectively lifted in 2015 in exchange for Iran’s promise to curb its suspect nuclear programs and allow international inspections.
While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.
The warning put fresh pressure on European leaders to keep the nuclear accord alive despite Mr. Trump’s withdrawal.
The head of Iran’s nuclear agency, Ali Akbar Salehi, said Tehran is prepared to dramatically increase its capacity for enrichment but that the work so far is limited to building a facility for assembling the centrifuges.
He made the comment a day after Iran’s supreme leader, Ayatollah Ali Khamenei, ordered the increase in capacity and vowed that Iran would preserve its nuclear program despite the U.S. withdrawal from the 2015 accord.
The Senate report focuses new scrutiny on the lengths President Obama’s team was willing to go to ensure the deal’s success as it was still being negotiated.
The Senate Homeland Security Committee’s permanent subcommittee on investigations probe contends that the Obama administration went out of its way to keep U.S. lawmakers in the dark about calculated and secretive efforts to give Tehran a back channel to the international financial system and to U.S. banks, facilitating a massive U.S. currency conversion worth billions of dollars.
“Senior U.S. government officials repeatedly testified to Congress that Iranian access to the U.S. financial system was not on the table or part of any deal,” according to a draft copy of the document obtained by The Times.
“Despite these claims, the U.S. Department of the Treasury, at the direction of the U.S. State Department, granted a specific license that authorized a conversion of Iranian assets worth billions of U.S. dollars using the U.S. financial system.
“Even after the specific license was issued, U.S. government officials maintained in congressional testimony that Iran would not be granted access to the U.S. financial system,” the report said.
Sen.
Rob Portman, the Ohio Republican who chairs the subcommittee, is set to outline his panel’s findings Wednesday.
Under terms of the nuclear deal, Iran was given the right to reclaim billions of dollars in state assets and bank accounts frozen by international sanctions, but it remained “illegal for U.S. persons, entities, and financial institutions to do business with Iran or parties on behalf of Iran.”
The ban included any “intermediary” transactions by U.S. banks to convert currency for Iran — a development that would have elevated the value of the Iranian assets on the global market and allowed Tehran to more easily move the money through the international banking system.
On the day the nuclear deal was implemented in 2015, Tehran had some $5.7 billion worth of assets at Bank Muscat in Muscat, Oman, according to Senate investigators, who said Tehran moved quickly to request access to the U.S. dollar.
On Tehran’s request, Bank Muscat contacted the U.S. Treasury Department’s office of foreign assets control.
According to the Senate report: “Muscat sought to convert $5.7 billion in Omai rials into euros.
[But] because the rial is pegged to the U.S. dollar, the most efficient conversion was with an intermediary step through a U.S. bank using U.S. dollars.”
Obama Treasury Secretary Jack Lew told the Senate Foreign Relations Committee in July 2015 that Iran would “continue to be denied access to the [U.S.] financial and commercial market” under the proposed accord, but the Treasury office went ahead with attempts to quietly allow the currency transaction sought by Iran.
“On February 24, 2016, OFAC issued a specific license to Bank Muscat authorizing Iranian assets worth roughly $5.7 billion to flow through the U.S. financial system,” according to the Senate report, which claims the move was made “even though U.S. sanctions prohibited it.”
Even as office of foreign assets control officials directly “encouraged two U.S. correspondent banks to convert the funds,” the Treasury Department continued to deny it was working to facilitate the currency transaction, said the report, which cites a 2016 letter from the department to Sen. Marco Rubio, Florida Republican, and Sen. Mark Kirk, Illinois Republican, that contended the Obama “administration has not been and is not planning to grant Iran access to the U.S. financial system.”
The catch, according to Senate investigators, was that neither of the U.S. banks approached by the office of foreign assets control would take on the Iranian currency exchange — in part because of political concerns over the prospect of being found out to have secretly circumvented the remaining ban on U.S. transactions with the Islamic republic.
Despite the Obama administration’s efforts, Iran was ultimately forced to convert its Bank Muscat assets to euros in small increments using European banks and without accessing the U.S. financial system, the Senate investigators said.
Mr. Portman said in a statement Tuesday night that “the Obama administration misled the American people and Congress because they were desperate to get a deal with Iran.”
“Despite claims both before and after the Iran deal was completed that the U.S. financial system would remain off limits, the Obama administration issued a specific license allowing Iran to convert billions of dollars in assets using the U.S. financial system,” Mr. Portman said.
“The only reason this transaction wasn’t executed was because two U.S. banks refused, even though the administration asked them to help convert the money.”
Such sanctions, he added, “are a vital foreign policy tool, and the U.S. government should never work to actively undermine their enforcement or effectiveness.”

","Flag-Waving	531	546
Flag-Waving	8629	8648
Name_Calling,Labeling	2113	2122
Appeal_to_fear-prejudice	2160	2290
Appeal_to_fear-prejudice	3800	3836
Exaggeration,Minimisation	1298	1314
Repetition	3108	3117
Loaded_Language	4034	4046
Name_Calling,Labeling	648	660
Repetition	3930	3939
Loaded_Language	3287	3292
"
"Пресс-служба Верховной Рады удалила пост. Мы проигрываем информационную войну именно из-за таких вбросов, лучше публиковать кадры реальных побед и героизма, чем потом удалять посты. Люди напуганы и перестанут верить официальной информации! https://t.me/skeptik_21/2183",
"Украинская сторона не предоставляет населению возможность покинуть зону боевых действий по гуманитарным коридорам, заявил Басурин. @rt_russian","Appeal_to_Authority	115	129
"
❗️ Зеленский в разговоре с Гутерришем призвал лишить РФ права голоса в Совбезе ООН,
"Сообщение от подписчика: Жители должны подняться как можно выше, потому что углекислый газ тяжелее воздуха и опускается к земле, закрыть плотно окна и ни в коем случае не вдыхать выделяющийся углекислый газ","Appeal_to_fear-prejudice	25	206
"
❗️ В ДНР сообщили о гибели в Донецке мирной жительницы в результате обстрела со стороны ВС Украины.,"Appeal_to_Authority	3	17
Exaggeration,Minimisation	3	8
"
"Эксклюзив RT Военкор Семён @wargonzo Пегов — на бывших позициях ВСУ на волновахском направлении. Там обнаружена шведская переносная противотанковая управляемая ракета NLAW , брошенные снаряды от РПГ, бронежилеты и украинский флаг. @rt_russian",
"Франция планирует направить 500 военных в Румынию и 200 — в Эстонию, сообщает телевидение со ссылкой на Елисейский дворец.",
"⚡️ Президент Украины Владимир Зеленский был вывезен в бункер, поскольку российские войска приближаются к Киеву — CNN ❗️ Президент Украины Владимир Зеленский, по информации правительства Германии, продолжает находиться в Киеве, сообщил официальный представитель кабмина ФРГ Штеффен Хебештрайт. ""Я думаю, что было бы наивным говорить, что он не находится в опасности. Это мужественный человек, который, по нашим данным, по-прежнему находится в Киеве"", - сказал Хебештрайт. Коснувшись темы о возможном предоставлении убежища Зеленскому в ФРГ, он отметил, что сейчас нечего спекулировать на данный счет, ""этот вопрос пока не стоит"".","Appeal_to_Authority	113	116
Obfuscation,Intentional_Vagueness,Confusion	601	626
"
"#Главные_события_ТАСС к этому часу: ▪️ Западные страны договорились отключить российские банки от SWIFT. ▪️ Страны Евросоюза закроют свое воздушное пространство для российских самолетов, сообщил телеканал ARD. ▪️ ЕС заморозит активы Центробанка России. ▪️ Франция увеличит поставки вооружения на Украину. ▪️ Россия закрыла воздушное пространство для Латвии, Литвы, Словении и Эстонии. ▪️ Джонсон заявил о первом шаге к исключению РФ из глобальной финансовой системы. ▪️ ""Оппозиционная платформа"" исключила депутата Киву из фракции. ▪️ Lufthansa на семь дней прекращает полеты в воздушном пространстве России. ▪️ Google приостановил монетизацию российских государственных СМИ, сообщает Reuters. ▪️ Портал госуслуг столкнулся с беспрецедентными по масштабу кибератаками. ▪️ Трамп заявил, что Путин в ситуации с Украиной оказался умнее руководства США. ▪️ Единый документ с чипом для краткосрочного пребывания мигрантов стал необязательным в РФ.","Appeal_to_Authority	187	208
Appeal_to_Authority	676	692
Exaggeration,Minimisation	798	817
Appeal_to_Authority	772	784
"
"С места сообщают - ВСУ били по удерживаемому русским спецназом аэродрому в Гостомеле, ломая взлетную полосу, чтобы не пустить русский десант, и попали в Мрию t.me/mig41/13257","Causal_Oversimplification	19	27
Appeal_to_Authority	0	16
Causal_Oversimplification	142	157
"
"""Лукойл"" закрыл сделку по покупке 50% в проекте по разработке шельфа Мексики за $435 млн.",
"The Hammond Pardons Bring Justice to Obama's Victims

The media very deliberately misreported the Bundy standoff, ridiculing the men involved and shrugging at the murder of LaVoy Finicum.
When the court case completely collapsed, the media buried the story.
Just as it failed to provide any meaningful information about the background of the case.
That was in part because it would have been damaging to Obama.
And because they didn't care.
But President Trump listened to the voices asking him for justice.
Today, President Donald J. Trump signed Executive Grants of Clemency (Full Pardons) for Dwight Lincoln Hammond, Jr., and his son, Steven Hammond.
The Hammonds are multi-generation cattle ranchers in Oregon imprisoned in connection with a fire that leaked onto a small portion of neighboring public grazing land.
The evidence at trial regarding the Hammonds’ responsibility for the fire was conflicting, and the jury acquitted them on most of the charges.
At the Hammonds’ original sentencing, the judge noted that they are respected in the community and that imposing the mandatory minimum, 5-year prison sentence would “shock the conscience” and be “grossly disproportionate to the severity” of their conduct.
As a result, the judge imposed significantly lesser sentences.
The previous administration, however, filed an overzealous appeal that resulted in the Hammonds being sentenced to five years in prison.
This was unjust.
Dwight Hammond is now 76 years old and has served approximately three years in prison
The same administration that was against mandatory minimums for its drug dealers and gang members went to court to defend mandatory minimums under the Antiterrorism and Effective Death Penalty Act.
While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.
Both men are currently in prison on five-year sentences, thanks in part to a 1996 antiterrorism law that imposed a mandatory minimum sentence on certain crimes on federal land.
The length of their prison terms, in part, fueled outrage at their convictions.
Federal Judge Michael Robert Hogan originally gave the Hammonds reduced sentences in 2012, arguing that the mandatory minimums were unjust.
But the Obama administration appealed, and federal Judge Ann Aiken in 2015 imposed the full five-year sentences.
Hogan was a Bush appointee who respected the law.
Aiken was a Dem fundraiser, her husband was the chair of the Oregon Dem party, appointed by Bill Clinton.
Aiken was unqualified for her role, except in the ways that mattered to the Clintons and their Dem allies.
These pardons cleanse another stain from our nation's history in the dark years of Obama.

","Repetition	2217	2223
Loaded_Language	1129	1149
Name_Calling,Labeling	37	52
Loaded_Language	208	228
Causal_Oversimplification	365	409
Loaded_Language	163	169
Black-and-White_Fallacy	1720	1826
Exaggeration,Minimisation	208	228
Loaded_Language	2670	2680
Loaded_Language	1159	1183
Loaded_Language	114	124
Loaded_Language	1129	1134
Name_Calling,Labeling	2400	2414
Loaded_Language	2048	2062
Exaggeration,Minimisation	146	169
Name_Calling,Labeling	2504	2515
Loaded_Language	1329	1340
Name_Calling,Labeling	1428	1434
Flag-Waving	2642	2662
Loaded_Language	64	81
Loaded_Language	1159	1199
Exaggeration,Minimisation	770	775
"
"?? ?  Жители Запорожья массово снимают со столбов украинские флаги. На претензии ""патриота"" объясняют, что они конечно тоже патриоты, но, сука, е*ашить будут в первую очередь именно сюда - из-за флага. Появившаяся хозяйка объяснила ""активисту"", что снимают флаг для стирки. Правда, умолчала, что сине-жёлтая краска очень не стойкая. И после первой же стирки флаг становится бело-сине-красным) ?? ? #Освобождение Владимир Рогов","Name_Calling,Labeling	81	91
Causal_Oversimplification	189	201
Appeal_to_fear-prejudice	138	186
Loaded_Language	138	157
Name_Calling,Labeling	232	243
Exaggeration,Minimisation	23	30
"
"Number Of Puerto Rico Residents Without Clean Water And Electricity Keeps Rising

In the wake of Hurricane Maria’s wrath, Puerto Rico remains devastated.
Newest reports from the island territory now show that the number of residents without clean drinking water and electricity continues to rise, despite humanitarian efforts.
Puerto Rico’s government has reported that roughly 10 percent of the islands 3.4 million United States citizens are without electricity Tuesday morning, an increase of about six percent from Monday.
Yesterday, 84% of people in Puerto Rico had no power (per govt stats on status.pr).
Today, it's gone up, to 90% without power.
pic.twitter.com/5WnCA8mrhf — Jennifer Bendery (@jbendery) October 11, 2017
The island’s electrical grid was all but completely destroyed during Hurricane Maria, and many are still struggling without the most basic of necessities.
This news comes just one day after Puerto Rico’s Governor Ricardo Rossello asked the federal government for an additional $4.6 billion in funding beyond the Trump administration’s request last week for $29 billion from Congress for relief efforts.
“Puerto Rico has experienced a natural disaster of a magnitude not seen in over a century, and we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,” Rosselló wrote.
“However, the unprecedented level of destruction, coupled with the almost complete shut-down of business in Puerto Rico, have made it impossible for us to meet the considerable human needs without the measures proposed above,” he added.
The White House also announced Monday that it would allow a 10-day waiver temporarily blocking the Jones Act to expire.
This is devastating news for those living in Puerto Rico, as foreign ships can no longer bring aid to the hurricane-ravaged island from U.S. ports.
Officials still expect it to be six more months before electricity can be fully restored to Puerto Rico.
As the days have become weeks, the weeks will become months, and survival will get more difficult.
Many are now fleeing to the mainland United States just so that they can survive.
The economy in Puerto Rico is at a standstill, and without clean drinking water, many are finding life too difficult should they remain on the island and isolated.

","Exaggeration,Minimisation	1375	1413
Thought-terminating_Cliches	1975	2072
Loaded_Language	115	120
Exaggeration,Minimisation	1160	1220
Loaded_Language	1828	1846
Name_Calling,Labeling	1824	1853
Loaded_Language	142	152
Flag-Waving	1226	1346
"
"18+ Новое видео наезда «Стрелы-10» в Киеве на легковую машину. Инцидент начался с перестрелки на улицах города, сначала атаковали «Урал». На кадрах, которые появились в сети, местные жители называют военных «своими». @rt_russian","Appeal_to_Authority	175	198
"
Новое видео уничтоженного украинского танка Т-64БВ и топливозаправщика в Мелитополе,
