Content,manipulations
"С места сообщают - ВСУ били по удерживаемому русским спецназом аэродрому в Гостомеле, ломая взлетную полосу, чтобы не пустить русский десант, и попали в Мрию t.me/mig41/13257","['Appeal_to_Authority\t0\t16\n', 'Causal_Oversimplification\t19\t27\n', 'Causal_Oversimplification\t142\t157\n']"
"То, что значительная часть сайтов, на которые идет кибератака работают, говорит о серьезном уровне работы наших кибервойск.",[]
"?? Раздача оружия всем подряд уже привела к первым жертвам в Киеве. Вооруженные формирования украинского ""национального сопротивления"" расстреляли машину с мирными жителями в Оболонском районе Киева.","['Causal_Oversimplification\t3\t29\n', 'Exaggeration,Minimisation\t105\t134\n']"
? Один из 152-мм снарядов ВСУ попал в стену жилого дома по ул. Миронова 5 в многострадальном Киевском районе Донецка. Другой такой же упал неподалёку на автобусную остановку .,['Causal_Oversimplification\t26\t55\n']
"Чорт в маске решил обратиться к Чеченцам. Несмотря на то, что это старое видео 2014 или 2015 года, оно активно расшаривается по украинским пабликам.  Обращаемся к антроссийски настроенным украинцам - это миролюбивые Русские на такое внимание не обращают. А вот Чеченцы после неизбежной Победы вполне могут с вас и спросить. За каждый ваш лайк и репост. ИИ фиксирует и анализирует все. Думай-те!","['Name_Calling,Labeling\t0\t12\n', 'Appeal_to_fear-prejudice\t300\t322\n', 'Slogans\t385\t394\n']"
"Тут активисты ""националисты"" и территориальная оборона предлагает делать «бутылочки зажигательные», потом забирать их домой, и использовать, кидая с окон. Логики, конечно, ноль, что это верная смерть, но речь «громкая».","['Name_Calling,Labeling\t73\t98\n']"
"⚡️ Украинская сторона заявила, что пересматривает идею проведения переговоров с Россией в Минске, выбрала Варшаву, после чего «исчезла», сообщил Песков. Пауза в размышлениях Киева о переговорах сопровождается развёртыванием систем залпового огня в жилых кварталах, включая Киев, заявил он.",['Causal_Oversimplification\t194\t263\n']
"❗️ Местные жители сообщают что российские войска вошли в Киев со стороны Гостомеля, прорвав оборону.","['Appeal_to_Authority\t3\t26\n', 'Appeal_to_fear-prejudice\t31\t61\n']"
"Киев. Левый берег, Дарницкий район. Слышит то, что Донецк слышит почти 8 лет. Не паникуйте. Мы же как-то живём.",['Loaded_Language\t78\t110\n']
"#Сплетни Пошли сплетни, что в ОП ожидают, что русские попытаются добраться до Зеленского.",['Loaded_Language\t1\t22\n']
"НАТО разворачивает ряд элементов сил реагирования альянса, все силы, численностью в 40 тыс. человек, пока не развертываются, сказал Столтенберг.",[]
"Николай Помогалов, депутат совета Нахимовского муниципального округа:  Я полностью поддерживаю слова и приказ главнокомандующего Владимира Владимировича Путина, потому что на протяжении восьми лет продолжались издевательства над Донбассом. За эти годы на территории Донбасса погибло около 13 тысяч людей.  Как историк, хочу сказать, что за восемь лет, да и за последние десятилетия, в Украине начали переписывать страницы истории, особенно что касается темы Великой Отечественной войны. У них героями стали Бандера, все его приспешники, которые присягали Гитлеру. Поэтому я и поддерживаю этот указ.  Запад добился того, что два наших братских народа начали воевать между собой. Они этого добивались год за годом, действие за действием. Снабжали националистов оружием, обучали их, поддерживали. Сейчас, я считаю, они добились своей цели. Они хотели, чтобы возле границ России была нестабильность. Владимир Владимирович принял решение вырезать эту раковую опухоль.  Желаю терпения жителям Донбасса, выдержки солдатам, которые сейчас сражаются за то, чтобы справедливость восторжествовала. Верьте в наше государство, в нашего Президента. Всё будет хорошо.","['Appeal_to_Authority\t0\t18\n', 'Causal_Oversimplification\t172\t238\n', 'Causal_Oversimplification\t600\t676\n', 'Name_Calling,Labeling\t745\t758\n', 'Appeal_to_fear-prejudice\t918\t962\n', 'Loaded_Language\t933\t962\n', 'Flag-Waving\t1087\t1133\n']"
Новое видео уничтоженного украинского танка Т-64БВ и топливозаправщика в Мелитополе,[]
"Правосеки Николаева готовятся воевать с ""Калибрам"" и ""Искусственным Интеллектом"" МО примерно так же, как они воевали с ""Беркутом"" на Майдане. МЫ ГОТОВЫ.","['Name_Calling,Labeling\t0\t9\n', 'Loaded_Language\t142\t151\n']"
"Без демилитаризации и денацификации контакты с украинским руководством будут бесполезны, сообщила Захарова.","['Exaggeration,Minimisation\t4\t19\n', 'Reductio_ad_hitlerum\t22\t35\n', 'Appeal_to_Authority\t89\t106\n']"
"Президент Польши Анджей Дуда предложил немедленно запустить процесс интеграции Украины с Евросоюзом. «Польша выступает за экспресс-путь членства Украины в Европейском союзе. Статус кандидата должен быть предоставлен немедленно, и переговоры о членстве — начаться сразу после этого».",[]
⚡️ Укравтодор демонтирует все дорожные знаки в Украине. Русская армия по знакам ориентируется? ? ? ?,[]
❗️ Под контроль Народной милиции ДНР перешли н.п. Чичерино и Новоапостоловка,"['Exaggeration,Minimisation\t25\t36\n']"
В Василькове горит нефтебаза. Поэтому. Кто рядом с нефтебазой - наберите воды в ёмкость и приготовьте марлю или другие тряпки. Как только почувствуете специфический запах - намочите тряпки и дышите через них. Тряпки периодически меняйте. Это если нет респиратора.,[]
Идет бой на проспекте Победы в Киеве.,['Appeal_to_fear-prejudice\t0\t36\n']
Мы первые кто вошли в освобожденную от ВСУ и нацбатов Станицу Луганская.,"['Name_Calling,Labeling\t45\t53\n']"
"Сильный прилёт по Донецку — не на Семашко, но очень близко.",[]
"Всем ""русским""",[]
Черниговка Запорожская область. В окружение берут Токмак и Бердянск.,[]
"Бегущие из Славянска... Помните нацика Ваську Хоменко (по кличке ""Бернард""), который шоркался возле молоденьких девочек из Славянска, скачущих под модненькую среди кастрюлеголовых песенку про батьку их Соплю? Бегал, СУГСовал, орал, как станет защищать Украину. И вот тебе раз. Заявив, что Западная Украина - это такая же Украина, что и в Донбассе, ... свалил на автомобиле из ""родного края"" вместе с какой-то гримасничающей, страшненькой обезьянкой. Куда ж, куда ж ты побежало? Не помог тебе батька твой батька, Штефан Сопля (Бандера)? @nashdonbass","['Name_Calling,Labeling\t32\t45\n', 'Loaded_Language\t164\t179\n', 'Loaded_Language\t85\t119\n', 'Name_Calling,Labeling\t425\t449\n', 'Loaded_Language\t216\t224\n', 'Doubt\t450\t477\n', 'Loaded_Language\t188\t207\n', 'Loaded_Language\t478\t535\n', 'Name_Calling,Labeling\t512\t534\n']"
Мосбиржа проводит дискретный аукцион по акциям и депозитарным распискам из-за резкого роста.,[]
Видео трофеев в Гостомеле: БТР-3 и предположительно контрбатарейный радар.,[]
"❗️ Дарига Назарбаева заявила о сложении полномочий депутата нижней палаты парламента Казахстана, сообщил портал Zakon.kz .",[]
"Спой-ка, светик, не стыдись. @orfosvinstvo",[]
Были сбиты сразу 2 Су-25 ВВС Украины.,[]
"#Инсайд Наш источник в ОП рассказал, что Зеленский не пойдёт на условие Кремля о капитуляции, сейчас готовится стратегия переноса штаба управления во Львов. Мы не пойдём на позорные условия Москвы и будем требовать от Запада сокрушительных санкций против России!","['Causal_Oversimplification\t101\t155\n', 'Appeal_to_Authority\t8\t35\n']"
"В районе Сум в плен попал один из наших. Какой-то грузовик одной из тыловых колонн тормознули. Администрация Сум утверждает, что в городе идут бои. Так что возможно это кто-то из колонны проходившей через Сумы в направлении Конотопа или трассы Сумы-Киев.",[]
По поводу запрета на работу Apple Pay в России,[]
"В Северодонецке на стадионе средней школы № 11 ВСУ развернули расчеты Д-30, подставляя под ответку мирных жителей. Украинство во всей его красе...","['Loaded_Language\t115\t146\n', 'Appeal_to_fear-prejudice\t47\t113\n']"
"❗️ ❗️ ❗️ Да, это действительно так. В бой с российскими десантниками-антифашистами под Киевом вступили нацисты из России . На видео - бывший соратник ""Тесака"", член ""русского ИГИЛ"" - НСО, Сергей Коротких, он же ""Малюта"", он же ""Боцман"". ТЕПЕРЬ ВЫ ПОНИМАЕТЕ, КАКОМУ МИРВОМУ ЗЛУ ПРОТИВОСТОИТ НАША АРМИЯ??? https://t.me/mig41/13399","['Loaded_Language\t0\t8\n', 'Reductio_ad_hitlerum\t103\t110\n', 'Name_Calling,Labeling\t56\t82\n', 'Reductio_ad_hitlerum\t141\t180\n', 'Flag-Waving\t237\t303\n']"
"?? ?? Ситуация в Запорожье следующая. Предположительно, колонны сил Z наступают на Бердянск и Мариуполь (на восток) с двух направлений: Молочанск — Токмак — Черниговка и Приазовское — Орловка — Приморск. Под Молочанском была уничтожена колонна ВСУ. В Энергодаре и Васильевке на северном направлении идут бои, населенные пункты ещё под контролем ВСУ. Противник стягивает силы к Васильевке, в городе раздаются силы. Со стороны Великой Белозёрки к Энергодару приблизилась «заблудившаяся» колонна ВСУ.",[]
"Следующая новость - Зеленский обратился к властям Исламского Эмирата Афганистан, чтобы Талибан стал посредником в переговорах с Россией и выступил гарантом мира и безопасности Украины. ?",[]
Призываем всех быть осторожными в любую войну начинается мародерство и грабежи. Жизнь сейчас главное!,[]
"Франция планирует направить 500 военных в Румынию и 200 — в Эстонию, сообщает телевидение со ссылкой на Елисейский дворец.",[]
"Отмена некоторых авиарейсов внутри России продиктована соображениями безопасности, возникающие у граждан проблемы будут урегулированы, заявил Дмитрий Песков.",[]
⚡️ Всемирная Шахматная Олимпиада 2022 года не состоится в России — официально,[]
"⚡ ?? Новые подробности с Киевской стрелой. Бронеавтомобиль ""Варта"" видимо решил, что это диверсанты и открыл огонь. На предыдущем видео тоже видно, как по ней ведут огонь. Это и послужило тому, что она наехала после на гражданский автомобиль.",[]
⚡️ ?? ?? Горит газопровод в Харькове. Микрорайон Даниловка. @CONQUEROR95,[]
"В Дублине облили краской герб посольства РФ. Вскоре его сорвали с фасада дипломатической миссии, здание не пострадало. Об этом сообщил РИА Новости пресс-атташе посольства Никита Исакин. Он добавил, что накануне дублинцы пытались заблокировать автомобиль советника дипмиссии и накрыть стекло машины украинским флагом. https://govoritmoskva.ru/news/306474/",[]
"Час разговора Макрона с Лукашенко это заявка на восстановление многовекторности. Без многовекторности Лукашенко операция на Украине бы началась годами раньше. Помимо всех Авангардов и Кинжалов, белорусский плацдарм был ключом к возможности России вести боевые действия против Украины. И тандем Лукашенко - Макрон может этот плацдарм закрыть, как и сорвать дальнейшую интеграцию РБ в Россию, которая после 2020 фактически и так не ведётся. Единственная надежда на то, что Лукашенко испугается шоу на Украине и поймёт, что его ждёт в случае предательства. Но на это надеяться не стоит, потому что Лукашенко прикрыт от российского вторжения фейковым статусом союзника — Кремль просто побоится показать, что у него союзников вообще нет. Дзяніс Мельянцоў из Мiнскага Дыялёга уже отметил, что часовой разговор с Макроном это Ренессанс Восточной политики Евросоюза и новый разворот Беларуси на Запад по образцу 2010-20. Администрации Путина следует срочно заблокировать поползновения Лукашенко на Запад, если конечно не хочется развала всего геополитического фронта.","['Name_Calling,Labeling\t638\t664\n']"
"❗️ ?? Постпред России при ООН Василий Небензя на  заседании совбеза: — Запад сделал Украину пешкой в своей геополитической игре, не заботясь об интересах народа; — ""Задачи по демилитаризации и денацификации Украины будут достаточно скоро выполнены""; — достоверных подтверждений гибели гражданских лиц на Украине в результате действий России нет; — сообщения о разбомбленном на Украине детском саду — фейк; — националисты на Украине используют мирных жителей в качестве живого щита, РСЗО размещаются в жилых кварталах; — в ДНР и ЛНР только сегодня погибло четверо мирных жителей от рук украинских военных.","['Causal_Oversimplification\t71\t127\n', 'Exaggeration,Minimisation\t165\t190\n', 'Reductio_ad_hitlerum\t193\t214\n', 'Exaggeration,Minimisation\t215\t247\n', 'Causal_Oversimplification\t252\t344\n', 'Causal_Oversimplification\t348\t404\n', 'Causal_Oversimplification\t408\t479\n', 'Causal_Oversimplification\t482\t516\n', 'Causal_Oversimplification\t520\t603\n']"
"⚡️ ?? ?? Общие итоги третьего дня Z Военная обстановка: ? После забуксовавшего во второй день наступления сегодня союзные войска начали брать своё. В Минобороны и Кремле объяснили промедление попытками пойти на диалог с Киевом, которые там всё-таки отвергли. В Киеве начали вилять хвостом и говорить, что к диалогу готовы, но уже было поздно. В крупных населенных пунктах в жилых кварталах окопалась военная техника. На территории неработающих заводов и пустующих школ оборудуются огневые позиции. ? После стабилизации обстановки в Запорожье колонны ВС РФ выдвинулись на север и на восток — к Мариуполю . По пути занят аэродром Бердянска , сам город взят в окружение. Полоса безопасности к северу от Мелитополя расширена до 50 км, заняты Молочанск и Токмак . Российские войска на подступах к Васильевке и Энергодару . Сам Мариуполь взят в окружение с запада (группировка Z), севера и востока (Донбасская группировка). Союзные силы блокировали Волноваху , заняв все населенные пункты между трассой на Мариуполь и территорией ДНР. Трасса М14 к востоку от Мариуполя остается под контролем ВСУ. Штурм населенного пункта ожидается утром. ? На Херсонском направлении продвижение застопорилось, ВСУ перекинули подкрепления из Николаева . Потерян вертолет над Каховкой . Российские войска находятся на рубеже Антоновки , наступление на Херсон на настоящий момент не развивается. Промедление обусловлено потерями, которые понесли ВС РФ из-за попытки реализовать «крымский сценарий» и договориться с местными администрациями полюбовно. В результате ночью с 24 на 25 февраля украинская сторона нанесла удар в тыл, уничтожив тыловую колонну. ? На Луганском направлении развивается наступление в сторону Северодонецка , союзные силы находятся в 20 километрах. Нацбатальоны Украины используют тачанки с крупнокалиберными пулеметами и минометами. ? Скверная ситуация на Харьковском направлении : взять 24го числа город с наскока не получилось, бои идут на северо-восточной, восточной и юго-восточной окраине. Силы ВС РФ пытаются взять город в кольцо, одновременно наступая в сторону Северодонецка . Идет битва за Балаклею . На Сумском и Черниговском направлении особого продвижения нет. ВСУ перебрасывает подкрепления на Харьков, пытаясь задержать продвижения российских войск. ? Под Киевом продвижение на северо-западе остановилось. Российский авангард закрепился на рубеже Буча — Ирпень — Гостомель . В самом городе царит фирменный хаос: ищут диверсантов, периодические перестрелки. По военным объектам в городе время от времени наносят удары. В городе до 8 утра понедельника введен комендантский час — без пропусков на улицах людей задерживают. ? Лидер «евроичкерийцев» Ахмед Закаев предложил Зеленскому союз — это создает предпосылку для формирования новой террористической группировки на территории Украины. ? По всей Украине продолжается охота на ведьм : националисты предлагают любого человека, говорящего по-русски, призывают вязать и сдавать полиции . Появляется всё больше фейков про пойманных российских диверсантов: вяжут обычных граждан и делают постановки . С реальными российскими пленными обращаются отвратительно . Разное: ? Рассинхронизация в ведении пропаганды и информационной войны оборачивается против России. На фейки, генерируемые в промышленном населении, реакция медленная . Российские ОМОНовцы объявили охоту на офицеров ЦИПсО Украины. Весь день по интернет-инфраструктуре России наносятся киберудары. ? Украинцы объявили охоту на российских и белорусских дальнобойщиков в Европе. Моряков призывают нарушать международное законодательство. В Европе договорились отключить Россию от SWIFT, но практически это будет работать только на территории объявивших об этом стран . ? Правительство Украины обзавелось официальными кошельками для BItcoin и Ethereum — собирают деньги со всего мира для поддержки страны. Узаконена конфискация имущества у населения в интересах Украины. ? Нами запущен проект Русский шёпот — живые отзывы русского мира в поддержку операции ВС РФ. Разработана памятка  для мирного населения Украины. Сводки: первый день Z | второй день Z #Россия  #Украина @rybar","['Exaggeration,Minimisation\t15\t35\n', 'Obfuscation,Intentional_Vagueness,Confusion\t114\t146\n', 'Appeal_to_Authority\t148\t179\n', 'Causal_Oversimplification\t192\t257\n', 'Loaded_Language\t259\t321\n', 'Exaggeration,Minimisation\t506\t541\n', 'Reductio_ad_hitlerum\t2727\t2796\n', 'Name_Calling,Labeling\t2635\t2670\n', 'Exaggeration,Minimisation\t2846\t2943\n', 'Loaded_Language\t2816\t2843\n', 'Causal_Oversimplification\t3013\t3054\n', 'Causal_Oversimplification\t2946\t3011\n', 'Causal_Oversimplification\t3057\t3116\n', 'Appeal_to_fear-prejudice\t3286\t3346\n', 'Causal_Oversimplification\t3416\t3491\n', 'Causal_Oversimplification\t3493\t3550\n', 'Flag-Waving\t3891\t3919\n', 'Exaggeration,Minimisation\t4037\t4050\n', 'Exaggeration,Minimisation\t4053\t4066\n', 'Exaggeration,Minimisation\t3922\t3975\n']"
"Есть определённые успехи в продвижении армии республик Донбасса по южному направлению и по движению в сторону Мариуполя, сообщил Пушилин. @rt_russian","['Exaggeration,Minimisation\t39\t63\n', 'Appeal_to_Authority\t121\t136\n']"
⚡️ ⚡️ ⚡️ Центр Станицы Луганской. Флаги Народной милиции ЛНР и Представительства ЛНР в СЦКК ⚡️ ⚡️ ⚡️,"['Exaggeration,Minimisation\t40\t60\n', 'Exaggeration,Minimisation\t63\t91\n']"
Мелитополь,[]
"У МИД России нет данных о том, что россияне не смогут получать шенгенские визы — Захарова. @rt_russian",[]
"Остатки одесского ПВО делают ""ВЖУХ-ВЖУХ"". Из Винницы пишут, что в сторону Одессы летят ракеты.","['Appeal_to_Authority\t42\t58\n', 'Appeal_to_fear-prejudice\t0\t21\n', 'Loaded_Language\t22\t39\n']"
"Относительно Васильково, то если брать фактуру за сутки, то подтверждались только бои с десантом РФ в самом Василькове и наличие украинских сил на аэродроме Васильково -+ видео ночного боя в районе Васильково - обстановка в этом районе остается туманной.",[]
Мародёры в Харькове.,[]
❗️ ❗️ Под Херсоном продолжаются бои. Российская авиация нанесла удар .,[]
"⚡️ Более 47 тысяч человек пересекли границу Украины с Польшей за минувшие сутки, - польская погранохрана",[]
"❗️ Meta (Facebook) отказалась исполнять требования Роскомнадзора по аккаунтам «Звезды», «РИА Новости», «Ленты.ру» и «Газеты.ру». В случае неисполнения требований соцсети может грозить блокировка .",[]
"Наши военные уничтожили построенную нацистами дамбу, которая перекрывала Северо-Крымский канал. Работа по возвращению днепровской воды в Крым продолжается.",['Reductio_ad_hitlerum\t24\t51\n']
?? Призыв от гражданина Украины по поводу националистов.,['Appeal_to_Authority\t3\t31\n']
Бункерная тварь обратилась к Белорусам. Самое большое желание русского сердца - вытащить тварь из бункера и под конвоем русских солдат доставить в трибунал. https://t.me/V_Zelenskiy_official/739,"['Name_Calling,Labeling\t0\t15\n', 'Loaded_Language\t54\t77\n', 'Loaded_Language\t80\t105\n']"
⚡️ ⚡️ Колонны российской техники в Запорожской области.,[]
"⚡️ Лукашенко назвал Зеленского безумцем: Завтра будет война, а послезавтра - мясорубка. Поэтому если у них мозги есть - этих разного рода очумевших, пусть принимают решение, садимся за стол. Если Россия в третий раз вот буквально за последние дни подталкивает их и дает согласие, и они уже согласны на условия, которые сегодня предложены Россией, чего мы медлим, люди же гибнут! Ну а завтра, может, и переговоры никому не понадобятся. Может, страна-победитель (вы, наверное, не сомневаетесь, что может произойти) просто разговаривать ни с кем не станет. Поэтому, ну безумцы!","['Name_Calling,Labeling\t120\t147\n', 'Loaded_Language\t96\t117\n', 'Exaggeration,Minimisation\t196\t215\n', 'Exaggeration,Minimisation\t247\t278\n', 'Causal_Oversimplification\t282\t345\n', 'Appeal_to_fear-prejudice\t363\t377\n', 'Doubt\t392\t397\n', 'Exaggeration,Minimisation\t442\t459\n', 'Name_Calling,Labeling\t566\t573\n', 'Doubt\t465\t473\n', 'Doubt\t435\t440\n', 'Appeal_to_fear-prejudice\t41\t86\n']"
"?? ?? Очередная серия «охоты на ведьм» — теперь в Запорожье. Положили на землю гражданскую маршрутку с чеченцами. Судя по всему, сепаратистам и оппозиционерам из Чечни, которые последние годы жили на Украине и поливали грязью Россию, прилетел кармический ответ. #Россия  #Украина @rybar","['Appeal_to_Authority\t114\t127\n', 'Causal_Oversimplification\t129\t167\n', 'Loaded_Language\t234\t260\n', 'Loaded_Language\t61\t78\n', 'Loaded_Language\t16\t37\n', 'Causal_Oversimplification\t177\t232\n']"
"""Навальный и коррумпированные элиты так хотели революции? Ну что ж, будет вам Революция!"", - источник, знакомый с ситуацией https://t.me/mig41/13317","['Name_Calling,Labeling\t13\t35\n', 'Slogans\t68\t87\n', 'Appeal_to_Authority\t93\t123\n']"
? Говорят что в Харькове. Информация не подтверждена,['Appeal_to_Authority\t2\t9\n']
"Какой итог украинской государственности, создавшей самую боеспособную армиию европы: просють гражданских блокировать продвижение российской армии ?‍♂ Я знаю что меня читают украинские военные. Вопрос к вам: так вы себе представляли ""достойный отпор агрессору""? Не отвечайте. Знаю: стыдно. https://t.me/ghost_of_novorossia/1827","['Causal_Oversimplification\t233\t258\n', 'Causal_Oversimplification\t85\t145\n', 'Exaggeration,Minimisation\t261\t287\n']"
❗️ Внимание! Киев! Снова раздается воздушная тревога.,[]
"По сообщению УНИАН через Вышгородский район Киевской области движется колонна РФ из около 100 единиц бронетехники. На бортах техники – белая буква V, а на рукавах военных - белый скотч.",[]
❗️ Цель России - смена правительства на Украине — генсек НАТО Йенс Столтенберг,"['Exaggeration,Minimisation\t3\t47\n']"
"Япония пока не определила, какие категории граждан попадут под запрет на выдачу виз в рамках санкций против РФ, сообщает представитель правительства.",['Appeal_to_Authority\t112\t148\n']
"Посла РФ Павла Кузнецова вызвали в МИД Финляндии из-за операции РФ на Украине, сообщили в финском МИД.",[]
"Спрашивают, как не захлебнуться в информационном потоке и не сойти с ума. Ну если бы у меня был точный ответ, я наверное номинировалась на Госпремию (в идеале - на Нобелевскую, но санкции думают дотянутся и до нее) Ответа нет. Есть несколько правил личной информационной и эмоциональной гигиены. Делюсь. 1. Не бояться. Единственное - чего следует бояться на самом деле это смерть. И даже не просто смерть, а тяжелая, мучительная смерть, сопряженная с долгой болезнью. Своя или близких. Далее - с большим отрывом следуют голод, крайняя нужда, отсутствие крова над головой, и всего самого необходимого. Все прочее - неудобства. Серьезные и не очень. Ответьте себе на вопрос - грозит ли вам смерть, голод и крайняя нужда. Большинство - если будут честны, хотя бы сами с собой, а не для красного словца - ответят отрицательно. Про неудобства не буду. Тут надо долго, подробного и с обязательным соблюдением условия из п.2, потому - у меня не получится. Но - помятуя - о неудобствах, в которые нас настигали в 2008 и 2014, полагаю, что все рано или поздно войдет в нормальную колею. Даже ваши айфоны. И пармезан. 2. Не врать. Ни себе, ни близким, ни своей аудитории как бы она ни была велика или мала. Притом, врать тут - это не обязательно злонамеренно искажать истину. Не додумывать, не фантазировать, не выдавать желаемое за действительное, не преувеличивать и не преумалить. Небрежное слово в условиях войны может породить последствия, о которых вы даже не догадывались, когда что-то присочинили. Диванное воинство это особенно касается, время сейчас строгое, ответить за слово можно немедленно. И не виртуально. 2. Ничего не принимать на веру. Ничего - из того, что вас, на самом деле, волнует. В говорящих котиков верить можно. Любая информация, даже фото, видео, аудио, душераздирающий рассказ очевидца, даже сообщение человека вам виртуально симпатичного и понятного - в условиях войны может оказаться фейком или одним из вариантов п.2. Проверить любую информацию в современных реалиях можно в два клика мышкой. 3. Не ненавидеть без крайних на то оснований. Самых крайних. Ненависть разъедает прежде всего вашу душу. Для тех, кто не верит в существование души, есть более материальная причина - ненависть пагубно сказывается на всем: от психики до артериального давления. И печеночных проб. Затмевает рассудок. И превращает вас в смешного мурзилку, потому что как правило ваша ненависть всерьёз не может навредить никому. Только вам. Если только вы не на передовой, но и там ненависть не всегда хороший спутник. Истории из боевиков - ""на его глазах убили семью и он один положил роту"" - в реальной жизни очень редки. Эти те самые крайние обстоятельства. 5. Не скатываться до брани, оскорблений, пожеланий смерти и прочего, что от вас не зависит. Это в сущности продолжение п.6. Про саморазрушение и превращение в смешных злобных мурзилок. 6. Брать паузу. В общении, переписке, чтении Если человек, с которым вы общаетесь в социальных сетях, лично, либо еще каким-то образом - высказывает мнение, которое вас раздражает, бесит, выводит из себя не пытайтесь доказать ему, что он неправ ( если конечно не находитесь на передовой информационного фронта) С вероятностью 99,9% он вас не услышат. Уберите его из вашей ленты, прямо скажите, что не согласны с его позицией, но спорить не намерены (если это личный разговор) и прервите общение. Жечь мосты и рубить канаты не спешите. Жизнь все расставит на свои места. 7. Помнить, что все рано или поздно кончается. Войны - уж точно. Слава Богу, живем не в средние века. Вспомните, самые тяжелые времена в вашей жизни, вспомните, как они закончились, вспомните, что вы испытали, когда все оказалось позади. Почувствуйте это снова. И поймите, что сейчас вам не так плохо, как было тогда. С большой вероятностью. 8. Жить своей обычной жизнью. Она не закончилась. И в ней очень много разных дел, никак не связанных с войной и никоим образом он нее не зависящих. Даже если айфоны превратятся в кирпичики, из них можно будет сложить пирамидку.","['Slogans\t307\t317\n', 'Black-and-White_Fallacy\t319\t379\n', 'Loaded_Language\t408\t466\n', 'Exaggeration,Minimisation\t601\t624\n', 'Slogans\t1111\t1119\n', 'Name_Calling,Labeling\t1496\t1513\n', 'Loaded_Language\t1772\t1804\n', 'Name_Calling,Labeling\t2333\t2350\n', 'Exaggeration,Minimisation\t2538\t2586\n', 'Name_Calling,Labeling\t2816\t2840\n', 'Loaded_Language\t3011\t3045\n', 'Thought-terminating_Cliches\t3377\t3410\n', 'Thought-terminating_Cliches\t3428\t3457\n', 'Exaggeration,Minimisation\t3689\t3728\n', 'Exaggeration,Minimisation\t964\t1016\n', 'Loaded_Language\t520\t600\n', 'Repetition\t688\t717\n', 'Thought-terminating_Cliches\t1031\t1076\n', 'Repetition\t1205\t1210\n', 'Repetition\t1236\t1264\n', 'Repetition\t1266\t1372\n', 'Repetition\t1483\t1494\n', 'Doubt\t2590\t2618\n', 'Repetition\t2678\t2714\n', 'Loaded_Language\t3730\t3752\n', 'Bandwagon\t719\t730\n', 'Loaded_Language\t733\t750\n', 'Loaded_Language\t3153\t3173\n']"
"даже в данном пункте понятно, кто больший нацист",['Reductio_ad_hitlerum\t34\t48\n']
"Мариуполь, координаты базы Азова, действующая, нацисты там несколько часов назад суетились. Передайте выше по цепочке.","['Reductio_ad_hitlerum\t47\t54\n', 'Exaggeration,Minimisation\t81\t90\n']"
"В ходе боевых действий захвачено большое количество вооружений, поставленных западными странами на Украину за последние месяцы, сообщили в МО РФ.","['Exaggeration,Minimisation\t96\t106\n']"
